TEA,SLN,AreaSqMi,thhE,thhM,oohhE,oohhM,rohhE,rohhM,ocb1E,ocb1M,ocb2E,ocb2M,ocb3E,ocb3M,ocb4E,ocb4M,ocb5E,ocb5M,rcb1E,rcb1M,rcb2E,rcb2M,rcb3E,rcb3M,rcb4E,rcb4M,rcb5E,rcb5M,bb1E,bb1M,bb2E,bb2M,bb3E,bb3M,bb4E,bb4M,bb5E,bb5M,commctrs,libct,SUM_SqMi,aduincar_c,STD_TotOff,aduincar_m,rv1,rv2,rv3,rv4,rv5,bv1,bv2,bv3,bv4,bv5,rvp,bvp,ltrvp,ltbvp,juvcrime_3,juvcrime,adupopE,popE,juvpopE,evf,avgevf
236,236,12.5663706144,6983.32038337,401.483707171,3102.73585819,491.80467212,3880.58452518,575.535556031,337.142462367,232.21534434,322.471411145,247.857686332,141.340947473,148.085532203,83.5591592371,128.302826292,5.31294327387,77.8971457813,772.484853595,339.320842094,738.187312474,379.326990144,177.835614709,177.676775388,40.7815942898,110.033371564,0,76.2703584949,4484.38010882,1419.06605135,9065.45832299,1865.10584575,824.010656393,364.844742621,24266.7826574,2421.94561839,7849.08913139,1604.97287898,1,1,0.42107475678,195,3.27899631907,8.38059039901,7266.33353985,2.61266551439,4,4.57740608711,114.082662071,445.365666667,0,2.85805772048,2,16,0.0237659739658,0.0804769518449,0.0213254854503,0.0729458018859,202,67,17151.0685387,24249.7087108,3525.50568096,483,241.5
164,164,12.5663706144,19860.1335014,1034.49994226,10204.631774,1363.50158755,9655.50172742,1528.12045877,967.941458247,649.456915462,755.079716207,603.218591818,375.154057727,430.689969991,201.867985396,311.065935879,25.9174501278,207.089178525,1735.73556608,897.340749164,2043.98563084,1026.26458807,454.040356128,453.874704028,165.90619437,340.706156065,0,215.010050494,12761.7378262,3950.18220818,29076.5595208,5079.79946334,2903.58374727,1108.6894371,69998.2970544,6439.18521191,21398.1542551,4340.04894214,2,2,0.589363324696,195,0.800076780637,1.88184892278,21589.4073875,5.26424387479,6,8.43098624843,322.436173738,1533.9435926,0,1.02459223739,0,39,0.0196581500964,0.0709285978534,0.0184631898015,0.0704663480398,522,174,50778.6736773,69888.6445183,10249.5102399,1367,683.5
287,287,12.5663706144,18028.6577339,879.918172512,9180.21853971,1225.825644,8848.43919423,1356.46980038,935.866467131,585.528913426,763.364971655,585.671635936,374.834251509,387.862241851,173.960933166,276.807111718,19.1009644302,185.303535676,1706.31786269,823.734273789,1750.40920291,891.407638072,383.473129942,393.644199827,146.091634867,303.782058835,0,188.550708089,11575.4498911,3479.83858849,25372.7823736,4664.49675627,2543.86923994,1013.98507642,64355.163278,5717.76004762,19893.4185236,3854.24507911,2,2,0.608782915735,195,0.988906224315,2.48274961107,19281.2875937,4.43665410104,5,8.4947963761,251.955916666,1300.6698399,0,0.310866397347,0,27,0.0173626097672,0.0661961372915,0.0161763158802,0.0654547844641,473,158,46497.1147427,64349.1422857,9396.71278138,1069,534.5
114,114,12.5663706144,18819.6534119,1392.77249704,9240.97120059,1487.06190121,9578.68221129,1768.47182546,1282.91546597,722.31805124,855.768135079,606.119543945,382.020224819,435.364612345,110.415259604,244.969734659,9.44288942018,192.899283471,2938.91943102,1202.95582239,1826.66218707,1021.38895124,421.876828658,512.596742608,53.1382826838,210.655577737,0,190.549633914,9503.59299862,3374.407943,16486.8997746,4104.87236935,2612.64004717,1070.3064238,56152.6689048,6593.52264109,16592.7447235,3830.54023248,5,1,0.517129503726,593,2.70539868433,6.73130735624,21124.3672583,53.0158627132,85,95.2951327176,993.615907872,1495.23673885,0,11.2625561085,4,139,0.0900250231713,0.136555746669,0.0822687407701,0.129380765205,1001,334,41476.7146703,56197.1206355,6788.73259545,2366,1183
115,115,12.5663706144,21302.4795222,1459.47822869,10931.3005506,1689.82270266,10371.1789716,1921.66338083,1438.02028324,883.715059763,825.062242173,657.871999047,474.892647869,510.977255441,154.372246108,300.778684835,62.1634161869,276.501876938,2651.92568754,1190.46281831,1926.65538966,1078.19501643,634.826814918,708.149866899,132.939084879,292.193694824,4.34208243069,230.521850787,16503.6764657,4654.49632478,28000.1313818,4990.61867055,3157.03371558,1302.901182,70087.1945557,7723.76089476,22142.9232718,4731.07623527,2,2,0.544303005998,446,1.42456973343,3.16209143069,26428.2054653,27.8639672087,40,85.4611247669,922.722265579,3307.07182601,1,26.2683393656,3,206,0.0534034648738,0.150589101729,0.0487708443193,0.139795635549,954,318,50900.4003937,70150.0198985,10008.0581925,1773,886.5
118,118,12.5663706144,12639.5998886,1020.40481865,5545.42338874,965.524879067,7094.1764999,1200.06334811,711.520807884,435.6602242,513.371656423,391.861598975,227.157892378,273.709126268,74.1133428581,173.953790481,8.99999997423,138.079596052,2269.54569897,858.555715859,1365.3540968,739.378813134,200.009477594,282.835709974,16.9918424297,138.049246788,0,136.079596058,4718.73554164,1983.60151057,8711.79761831,2602.25409255,1604.25141313,742.99587251,34317.0766883,4408.8354871,9769.95058709,2623.40424449,4,1,0.892877046867,551,3.69961880585,7.73256462689,15485.2367139,39.191300448,74,69.9903618036,901.480617848,1212.09315234,0,9.38791437392,4,112,0.13163703571,0.120871561588,0.124414225791,0.115512046533,761,254,25467.6087121,34433.0752196,3861.86018747,2064,1032
6,6,12.5663706144,25362.720357,1689.31367315,11592.9226131,1370.52207262,13769.7977439,1647.28867968,653.614039813,552.194538402,509.095924331,470.882951325,441.515708407,442.041279218,376.724309807,449.373085576,1404.34304373,712.351333313,2238.28010008,998.978037829,2338.807232,954.218112879,999.194142645,688.219580374,531.224093662,543.857630651,145.811456283,309.556858923,10385.4634505,2326.17151428,31068.3647892,3743.01728393,7220.68742121,1644.86665675,56060.79244,5050.34383685,11907.142689,2519.60189964,2,3,0.391015463742,88,1.62060482086,2.23108898639,32288.2847783,36.7589354594,39,42.6785166253,256.288869136,4618.14074285,59,128.500845344,46,383,0.0123051963719,0.105182767488,0.00972445670097,0.0820979651606,292,97,45921.0605532,56031.3973144,5946.14849508,1434,717
15,15,12.5663706144,5422.5208651,396.903567565,3339.54072245,503.844353877,2082.98014265,465.173811168,343.728805823,219.251803455,278.447291587,196.01342495,163.035816324,131.814778737,92.086130898,97.7428694462,10.5627826707,40.8860707656,478.338185208,260.073330411,295.171160128,185.95461645,89.6932084876,101.060691795,108.592590516,146.737645126,0.629666231934,44.2119578806,5765.1403624,1261.90035155,9202.94185261,1288.4928218,669.532416668,288.490563274,19766.325256,1888.15230874,7165.33347827,1265.69210258,1,1,0.130380896025,52,5.46419905058,12.5142784321,8044.87114564,2.69710320167,2,7.20375405454,51.0081922296,401.845630033,0,1.00791703962,0,11,0.0187502987749,0.0805039634462,0.0158416767245,0.0712987466026,194,65,13558.1898519,19700.3577698,2678.74489326,1295,647.5
380,380,12.5663706144,2632.92570847,178.676518598,1689.10908318,216.589440203,943.816625288,231.487539193,226.41540515,118.173614212,111.174860724,95.7962806665,82.5317906789,60.7748355558,24.085273448,31.4965438023,9.8791490313,32.8719016251,214.662890497,118.193344483,215.534655291,137.14647683,6.53277797368,20.7440712753,5.81529331441,23.9086408643,0,23.2597566217,1466.69982159,376.523191561,3092.4847467,514.451650871,469.61324991,147.082305519,7895.52240523,683.821887987,2315.03254225,487.474536905,2,1,0.0613510279388,127,14.631180013,23.6447125954,3303.86490325,3.52719324775,4,5.93595791294,68.6035315052,271.35256263,0,0.715624885741,1,9,0.0307078375897,0.0546093483291,0.0276042918305,0.0493562965137,90,30,6840.27424038,7892.5056696,1136.15200018,172,86
23,23,12.5663706144,14031.3883845,891.560330208,5470.92265524,956.666577542,8560.46572925,1114.9681414,629.740415168,486.87937693,508.57714599,382.631153897,372.031428784,334.853541126,138.117437419,190.599669137,7.87960433333,109.641177173,2526.39305063,908.679928129,1877.77404844,845.183888219,483.817969961,450.141486023,107.977360504,189.371838855,0,106.019614648,6298.82769168,2445.27024741,13006.3964908,3219.14300501,2797.91934011,900.285322815,38812.5146398,4450.00165668,11352.0976352,3070.11343425,1,1,0.321393144066,274,5.92385629314,13.2108023184,14381.5954223,3.39028355336,0,1.51176149181,149.638413823,1039.83269645,6,3.86564389327,0,111,0.00902677610334,0.110065293218,0.00857041740848,0.10157375636,535,178,28558.8681485,38743.6512299,4725.04243106,2499,1249.5
32,32,12.5663706144,17707.6899724,1664.3190345,4811.01439039,1214.15088336,12896.675582,1819.6418383,561.589856464,459.897599986,386.149853329,402.360727997,114.413555037,262.475724521,139.641204888,307.174676111,55.1586655695,226.730854585,3040.82664152,1214.00504438,1774.11158527,1015.51760885,568.656410596,485.485149101,453.310578422,449.32593408,31.7931760444,219.752576756,5020.46601144,2256.0616669,17951.7832259,3472.37467418,1628.21570774,893.91439076,41633.1976537,5560.98786511,9235.57633787,3002.68808539,14,2,0.858792518206,480,3.22512719176,7.72546161446,27063.5612716,44.2034345597,75,73.3326850306,1127.4489019,4585.09149172,34,28.6605590863,14,457,0.0530709963364,0.0909246152976,0.0479159993998,0.0886746784589,1266,422,35471.675654,43360.3239853,4875.00051779,3508,1754
24,24,12.5663706144,56759.2962712,4446.6607795,16412.3755565,3027.61456853,40346.9207147,4644.35478676,795.007311644,788.226023983,668.955322895,777.079422144,554.935400985,732.98778476,904.913844645,888.521935363,1317.68391309,997.303809344,4828.82580394,2250.45099976,3302.98697144,1863.90851187,2714.05750402,1758.53281401,2479.5117616,1656.86077638,677.330411432,769.950356279,8986.78933025,3685.88973746,71185.997273,8657.35832362,6996.72184746,2491.84509596,101000.538692,10535.6372238,11814.9514208,4029.49332128,5,2,0.38176735809,269,2.20716343652,4.26764895997,81810.1908284,333.102862835,265,146.314393046,720.315360443,10885.7440143,113,130.624042079,111,1261,0.0177655768977,0.104485380556,0.0119636244516,0.0930379650419,801,267,91697.7451159,101758.784649,11684.8333565,4267,2133.5
22,22,12.5663706144,30008.7750445,2209.73377739,10826.5335783,1739.96703919,19182.2414662,2346.79364081,791.00182775,684.399781799,395.512450825,484.771209256,337.350763272,474.206284433,448.369615999,531.578171426,706.42724885,604.978170958,3830.57658191,1526.25624307,2326.76154605,1252.91302561,1052.33122083,831.570694957,469.547812503,550.772917384,110.351737042,323.996329302,11123.1954295,3515.46610021,39192.8289013,5358.9143154,3668.5893423,1500.06437133,68540.8759024,7446.06623865,14822.889349,3974.17249634,4,1,1.53476037848,295,1.38284193269,3.06825618505,37722.1954309,86.3397788666,90,103.57356456,659.710033482,2965.66823535,0,8.26997062699,19,198,0.0249973900487,0.0900911650088,0.0203367763853,0.0863170780882,536,179,55355.3268947,68742.1334285,6919.85117472,2331,1165.5
12,12,12.5663706144,11102.239673,737.769689938,4823.15908137,789.470148128,6279.08059161,923.95582434,530.167232614,400.473524323,197.921078463,225.880541777,123.454644378,189.5561458,120.763229448,196.062662539,151.824929788,197.793351417,1420.87744726,552.110184696,932.625992896,480.208614276,274.536775521,272.412427917,169.241425059,191.835814049,15.6153037275,140.20963918,6275.41920735,1927.48092423,14273.1633159,2384.05935238,1596.18232022,599.539399377,32488.1211609,3412.70226018,9348.31399613,2087.23016169,6,1,2.35445475704,239,1.95713457016,4.7315356391,14418.5164346,1.3966045636,1,6.24361360905,291.859302683,2962.47483469,0,3.14523142892,12,255,0.0200384156999,0.0838312866688,0.0197751781946,0.0834353239225,464,155,25714.08571,32584.1447808,4847.98655381,1057,528.5
2,2,12.5663706144,20114.8247333,1486.4938558,8736.90092553,1481.32099796,11377.9238078,1783.2584893,791.405179764,599.605998297,516.494685029,504.905855749,274.017420253,362.450041888,184.225199648,282.968609385,299.94964165,379.082619014,2268.27028377,1035.33278747,1764.53913019,1026.43502328,613.327136318,629.853310645,339.234996378,375.938122344,14.1264233215,220.21756035,12744.2447855,3738.7049205,29347.1424966,4174.50193176,2803.18734288,1105.84672494,56745.3447837,6493.35018126,15335.3347823,3941.52214162,2,1,1.53140757097,289,0.901694909115,1.80173272764,27141.7531747,29.0780595528,23,67.792358491,991.419530403,4042.55286731,1,16.7494392357,2,278,0.053760005217,0.13543203465,0.050603533465,0.129395532692,720,240,44344.5681856,57573.7114369,7271.86377679,1657,828.5
18,18,12.5663706144,24846.217425,1474.52096339,13182.5715527,1805.71428317,11663.6458723,2029.04965554,1067.67386971,811.92844126,696.570734354,638.566817133,537.993027889,579.913436031,349.969137579,446.926806494,272.23168633,372.845795413,2154.98765372,1118.33966765,2250.86166943,1183.75815582,577.754759241,612.639090707,263.700142814,414.132088759,13.4485664589,275.499313594,16561.704308,4858.59697969,37629.7868553,5694.85279579,4134.11066215,1465.94725978,79446.3177144,8048.56566079,22945.3400325,5237.60717483,2,1,0.454696183969,214,0.609125755168,1.30158468337,30672.5337305,8.04497256113,6,20.8880268942,706.543917792,3399.8619778,1,12.8774554172,1,149,0.022817600172,0.0922798994202,0.0217864139619,0.0876785816402,598,199,59320.516226,79502.0344596,11137.7308015,1445,722.5
1,1,12.5663706144,24683.0065262,1354.34291578,13620.6520048,1557.38396891,11062.3545214,1813.01689565,795.969346225,645.122875986,926.880900758,702.801594935,849.947127667,649.931358679,326.267979504,357.192427311,232.89686415,319.067118298,2177.80104136,945.957070149,2400.95286153,1318.87119982,464.611771042,502.451479154,206.211466494,335.535007887,13.3429604996,210.782028173,13537.1792807,3829.66160842,32017.1042847,4688.91821919,4900.00377428,1439.48324758,67859.5397342,6584.93604433,18655.6836603,4038.24116041,3,2,0.550274008854,285,2.83237926645,5.11456668484,28302.5018673,80.1111922215,99,86.09546031,677.960328428,2218.2830481,12,32.1125351365,6,402,0.0319848328458,0.241812369371,0.0239253898986,0.210848372929,580,193,51040.9006236,67905.4222428,8010.50886944,2225,1112.5
8,8,12.5663706144,16389.0990715,912.560644677,7571.0286381,1037.19395628,8818.07043342,1296.50680709,613.443637073,425.465153871,558.953378885,462.563061946,448.839721231,400.236304083,246.79810226,320.020894815,49.3127906622,187.738648133,2399.16133319,917.5563875,1664.81523813,814.618528746,435.031607037,451.062155591,43.640042891,175.088633946,0,149.497255824,10532.4340279,2897.82656569,20917.4329965,3696.75253653,2749.99147657,894.98470817,51216.7435949,4960.23839322,15574.2056894,3309.39988658,2,1,0.753006864556,205,0.812817825483,1.7360620568,18845.6133601,5.57062187906,1,6.39105867446,405.854016862,1853.89615886,0,2.76521791758,0,138,0.0193657638974,0.110730521267,0.0183049272608,0.10556490872,508,169,37566.3314042,51300.9989399,7498.79133479,2803,1401.5
5,5,12.5663706144,12491.1196219,625.713610112,6314.95058722,866.526249833,6176.16903471,969.527882914,599.737020877,396.108425778,632.266836876,462.99283766,309.111319911,281.274489821,148.599942299,216.598998162,20.330521585,136.202160736,1216.21154092,556.027738849,1156.4574963,596.737187309,321.004762521,314.782043773,81.1310864344,188.816748165,0,125.064547601,8584.6348747,2526.91913473,17470.0803955,3330.55698828,1805.83732175,694.895361304,45073.4007576,4041.42429809,14190.9433839,2705.88496527,1,1,0.467780258843,185,1.93899671409,5.55235440045,13395.3007627,3.68752112358,3,6.31196168012,167.6450156,977.011451889,0,4.02290244761,0,24,0.0160770124465,0.0807498453146,0.014710814343,0.0711113837972,350,117,32373.5024466,45071.0144626,6571.04843404,850,425
60,60,12.5663706144,21665.9708264,1451.07849794,10692.0942598,1617.54172208,10973.8765666,1908.52757976,1492.64384152,858.047022873,858.492933204,629.788234792,445.171337766,487.736161663,103.444069096,265.327551613,53.2425866052,258.425684009,3122.78817796,1333.29489508,2034.8540886,1093.3847527,658.548008897,675.247162866,95.80868258,251.911995538,0,219.110313211,14685.9922473,4270.16455161,24401.6686547,4812.56727481,3368.96325778,1305.82967212,68229.4193209,7374.95886288,21077.5699155,4357.6467952,4,1,0.536575375004,516,1.65591241668,3.63287908244,24490.9137979,40.8315303886,64,80.0737051062,713.664223049,1812.8544828,0,25.0858456647,4,137,0.041386302074,0.130128571564,0.0354970692571,0.118354264048,903,301,50234.3585087,68126.0452554,9869.51377712,2313,1156.5
44,44,12.5663706144,19666.9233441,1111.25819544,11216.2689586,1115.83336589,8450.65438554,1128.55975595,533.765643426,415.739837843,553.426129476,441.870949948,381.784275516,366.888624971,526.720139089,433.566271706,981.561986556,559.410270975,1256.9594186,634.544703536,1783.12870587,750.063657215,400.360217751,412.146215732,147.670768156,253.493594298,32.3855443222,225.244323484,10769.4863493,2522.26706134,27238.8969155,3725.31260931,4670.03185077,1142.87923101,55797.6362581,4754.54365124,14382.0522992,2511.19647251,2,1,0.226011791396,81,0.81366002687,1.63908397926,22995.8435994,25.922061284,17,11.6363196611,262.524304831,1661.08637022,2,7.92437677317,0,142,0.0159199844344,0.0725763488803,0.0118886553415,0.0696007268445,299,100,43070.300009,55711.3808976,6342.24701889,989,494.5
54,54,12.5663706144,18344.9760546,1126.65970048,11699.6097531,1075.75379956,6645.36630151,1172.33490391,431.362088646,381.173442742,562.63886704,438.791763687,425.680022993,421.270898009,653.976787905,509.315446832,758.286050052,503.621442366,546.11247279,408.224821765,625.592684365,467.122599125,684.422083909,521.219985347,412.673152301,388.147228956,75.967051543,203.93808115,8507.63736641,1959.29655224,26830.9533163,3122.33982643,5755.42846963,1181.28754548,45578.1130477,4048.92490936,9356.02365869,1964.8054972,4,1,0.123973040293,47,0.513895610443,0.950176909194,20088.7975855,34.5375471506,25,17.1834799171,107.777311196,2992.79808377,33,30.2546344644,26,311,0.0103993548191,0.109548898501,0.00640251939272,0.0948580296914,107,36,37445.3572218,45539.8944849,4502.19021333,991,495.5
56,56,12.5663706144,24073.652125,1499.44329664,9474.11084968,1115.56283004,14599.5412753,1609.1466971,321.861365401,339.422490651,439.043262261,428.526146502,377.875768525,379.26349778,330.328681304,353.642577337,842.350023938,528.13119603,1455.3717308,872.963153116,2184.79313041,998.704435593,1560.08601134,865.092098629,415.527799923,398.381360112,90.6889431012,237.836282302,9703.57838636,2694.91964989,29941.6522149,3544.43391829,5829.54161954,1270.11305413,53284.300579,4867.44722754,11594.5459168,2815.40408365,2,1,0.295796961033,78,1.38036237554,2.22336237154,30260.40349,24.0062841353,31,34.418915227,228.358933296,6656.46567,74,80.6208915871,80,689,0.00949527968158,0.126942625839,0.00645013552339,0.110428142643,200,67,43112.7874942,53302.9434409,5724.11580931,1690,845
83,83,12.5663706144,38367.6396404,2653.74196389,11689.4955988,1701.88925445,26678.1440416,2809.89398129,763.695710928,718.560085358,471.137290272,569.874813641,441.729772482,563.235795019,352.216514033,546.753632802,846.523535737,690.877868673,4482.1733691,1899.19803258,4439.36971897,1796.84484797,1918.21389002,1261.31858786,757.332377147,777.372304853,232.408976659,495.081088356,14084.2406883,3931.24648206,46722.5858801,6147.91127393,7669.51752473,1849.28223231,81983.7430417,8224.62305421,17022.3398363,4278.17979133,2,2,1.37019401825,182,3.11975120128,6.51642878083,51359.734691,65.6749438051,82,56.2493634987,333.098988919,5457.40818569,57,113.832605736,41,408,0.0101027580991,0.118461492498,0.00757713688099,0.08905496308,452,151,67410.7048836,81846.6784731,10114.045524,2936,1468
46,46,12.5663706144,17803.9362755,1109.50349121,10910.6199973,1456.02060099,6893.31627826,1511.41580393,1158.36341802,746.521285301,1377.103397,844.901555095,844.756809643,662.338000896,159.992768165,286.587994083,41.375680704,188.860304411,1316.41718105,798.790347313,1579.96750714,847.990868983,652.884730571,605.390713792,75.3405158104,219.952301788,0,172.153727877,15683.4564096,3801.90459773,25958.7128187,4723.354874,2024.87766563,841.299385088,65496.3061494,6313.6719502,23391.7170428,3845.12041615,1,1,0.239773095079,260,1.48993935973,3.37484481294,20435.3041962,18.9944804132,24,29.6551775682,345.441199706,1170.54772714,0,0.114635554768,0,86,0.0211472632222,0.114931734603,0.0186410553242,0.112439514096,615,205,44541.800817,65188.2630165,9555.72570574,2087,1043.5
45,45,12.5663706144,11179.7347657,739.818462763,6140.57047279,862.520096727,5039.16429287,968.053725468,596.115126677,388.453232395,475.234294814,368.818224036,356.394382654,368.346464551,46.3228118448,136.368421479,7.54831412572,132.247434533,1331.20146105,676.272892667,963.035934183,547.963820628,328.589545314,312.103096194,29.8760889522,151.692366943,0,127.483722063,7337.88625005,2607.34822115,12699.9803033,3079.62648867,1498.217281,627.672617447,40891.8992454,4472.28799656,14063.8028205,2780.91595157,3,1,1.43741178756,299,2.28220352961,5.77129358573,12178.0523498,1.22130786303,0,4.52304014954,218.592780525,820.27461957,5,1.48458695208,0,39,0.0240471292962,0.105461087848,0.0232845097458,0.102733874059,561,187,28273.4529828,40826.3332581,6150.39181908,1039,519.5
52,52,12.5663706144,16920.6384413,990.764823036,9969.17042874,1314.93715635,6951.46801257,1353.46620944,1015.42794329,645.538025312,973.225397982,646.541223593,662.366870987,534.719094168,157.518008508,293.333963829,38.4391050168,193.457128154,1696.94717042,858.411706071,1372.86403544,770.889518285,459.601662387,463.91972945,76.5581123562,224.056344078,0,170.396113706,11420.7362705,3469.16770767,21088.674295,4169.24654576,2340.0700611,941.867707538,59048.4617903,6146.2320334,19721.3930572,3934.53025299,2,2,1.91334791843,333,1.35000144215,2.84534310646,18652.5139129,18.6990180991,15,25.8279458559,293.407374242,1512.92711659,5,1.99999999684,0,94,0.0210828168296,0.0991787572569,0.0178665192767,0.0935274604968,566,189,41555.5188194,58950.0708958,8744.86488104,1705,852.5
352,352,12.5663706144,14047.9409446,916.934396168,8897.93242163,1111.44100282,5150.008523,1161.86132296,908.999342066,592.395731434,1204.93799755,732.520734183,703.12268165,581.462310548,63.4274880443,168.70611378,8.44195708582,142.701846576,1041.72858886,632.457524106,1073.0084849,621.744816632,455.846996683,434.469962032,49.4159376601,169.565198795,0,139.737178464,13651.387863,3120.71912583,22527.184839,3830.27423802,1594.13346638,651.833068099,53010.66249,4947.14293874,18762.9433856,3106.47430379,0,1,0.303801485352,235,1.61952722052,3.55718707756,17578.0500504,12.5651481951,10,21.7428523017,291.697063288,1286.39959708,0,0,0,87,0.0202263973729,0.107227966825,0.0184525838835,0.106066755107,368,123,36316.7803292,52881.2436587,7559.94965031,1544,772
42,42,12.5663706144,18034.4283191,1157.66064258,8295.46910757,1228.56759425,9738.95921152,1507.21369844,951.298869472,643.057968831,710.714037388,509.665606017,375.818542954,369.719810403,210.215573479,295.885632104,7.55654426319,159.310921925,2872.33384122,1192.51472856,1845.61306141,956.532961826,633.187832257,633.859571141,90.9299823671,209.713060654,0,151.95323409,9437.89532114,3262.6934514,18176.8264857,3999.39953702,4005.45341432,1258.37480219,50973.5624899,5573.43790621,14852.8940164,3743.65889756,4,1,0.478345640907,322,2.44138722711,7.14660361121,19464.327255,7.2186104822,2,4.38657693987,182.353464092,1319.55853755,0,0.889749527267,0,106,0.0116944953252,0.103864978163,0.0107869436415,0.102840317334,600,200,38298.7083753,50919.5447239,6830.20466397,2342,1171
58,58,12.5663706144,57497.4016822,4533.92176642,16684.8445074,3137.89826356,40812.5571748,4750.88499307,880.549616729,860.126666449,620.030675635,771.88235252,560.550218034,759.221967939,939.089110287,926.963517279,1240.69518108,1012.61555798,4941.7530088,2305.32706464,3385.6840491,1929.0998148,2736.25164081,1808.58878388,2455.99935627,1641.35129749,658.966446622,776.474927188,9375.9793158,3801.30301137,72499.899247,8881.69541851,6643.65873769,2532.40051308,103026.968949,10835.2040356,12308.5980731,4183.34066217,5,2,0.400739261929,292,2.14556203036,4.42037612159,82590.2575969,330.215431749,273,158.361589178,792.000432219,11078.1519938,119,132.123972435,108,1278,0.0198679237698,0.104599671706,0.0137456572239,0.093562216008,841,280,93027.1378773,103804.454491,11728.9388232,4688,2344
49,49,12.5663706144,26323.1173094,1592.37699387,13932.4825916,1895.86425984,12390.6347178,2157.10687399,1186.55901378,871.308803403,691.189989731,669.534333346,583.345973014,614.528723531,344.996711277,442.17816733,311.424932781,420.874117934,2414.1709744,1234.55942524,2338.03441333,1248.04815318,634.842221948,680.016366448,226.643237144,394.47680905,8.73747296061,287.25780569,18746.3196483,5278.16778146,40630.3287989,5939.4672587,4456.64221257,1560.04557028,83754.1529915,8710.79548755,24272.0243313,5563.99836959,2,2,0.689163628053,238,0.711928764771,1.45949008308,31910.5315037,12.7507436144,12,36.774615067,771.374970113,3479.41229157,1,21.8937327122,1,161,0.0258703759541,0.10148049605,0.0241617259602,0.0934032574898,722,241,62634.2215925,83802.8957346,12012.0922323,1722,861
163,163,12.5663706144,13683.0157004,1123.08471819,5784.85237403,1104.31917216,7898.16332642,1339.12588775,717.66364636,465.196822882,557.51136652,463.184527142,146.441929988,251.600374183,105.30215815,209.721190927,35.1244406442,192.77532203,2037.56974863,851.676307444,1312.61531934,819.305934263,376.23225078,462.410763376,175.054597042,261.138008673,1.11074655125,164.0562559,7502.58481902,2448.05991912,15795.5451233,3109.54320016,1573.40732879,756.628402844,38832.7817588,4746.9572382,10800.0909702,2791.88928043,3,1,1.2452628151,470,1.93250005145,4.22413729605,17138.2380554,32.47611843,48,80.4005297883,916.482024769,2128.47056162,0,3.71120460015,0,197,0.125638038505,0.151658763233,0.11915779732,0.150008645066,779,260,29793.1548063,39477.9582019,4633.48607637,1750,875
178,178,12.5663706144,18184.7532376,1271.26251662,8667.86635295,1379.80157069,9516.88688469,1644.89516453,1203.44292482,670.6507166,769.284058943,542.773829947,436.267314451,452.607079258,59.5003524848,206.977008845,8.99999997423,181.779372446,2853.52242464,1163.5053245,1714.9872631,917.786233965,504.619687019,528.596745808,37.1025788714,186.043842787,0,179.779372452,8455.35716601,3105.17746454,15004.6246096,3879.74373243,2746.57886068,1078.61485,52119.5870336,6036.09451082,14979.4701297,3541.47637473,5,1,0.715666448786,506,2.82443777541,6.29973544647,20822.2638689,50.0621074583,75,80.6313914844,802.453964805,1344.04024989,0,10.8675584601,4,103,0.0517568206078,0.108335654596,0.0447883117458,0.101144461232,888,296,39233.3246471,52202.750204,6706.12549538,2179,1089.5
185,185,12.5663706144,13471.7114734,1095.8636535,6135.27605755,1092.94253384,7336.43541581,1321.29418758,809.451158079,490.361577747,593.31586052,439.491620902,202.548778682,281.000521275,109.603033058,200.846647927,8.04276219428,144.694794929,2360.22622292,902.240428208,1430.32980422,836.662251434,216.233088088,331.261506494,50.7183737956,179.669295079,0,142.907514441,5791.10291135,2202.584961,10723.3523162,2895.65653035,1635.7140947,775.781637076,37556.5088453,4771.89601163,10801.7111326,2803.26023354,4,1,0.734078284962,593,3.15016867931,7.41517493283,15792.9830021,39.911572742,70,68.5141286801,999.678255883,1285.73478213,0,7.7355374845,3,135,0.147756834341,0.141273032773,0.140302507601,0.13681350741,867,289,27707.6375046,37650.4426241,4169.49150566,2324,1162
189,189,12.5663706144,19463.7643295,1310.71880242,9609.12462904,1470.56506356,9854.63970044,1730.58053662,1394.2679425,783.769033877,790.362067425,573.741274806,448.609639132,467.90758991,70.4579471014,231.313392488,13.6414297623,204.203872617,2884.8463064,1260.39189886,1709.92995763,936.217890126,656.48283185,647.904024519,71.7566017818,222.187177252,0,197.035158237,11739.5281002,3696.2596159,19710.2413885,4356.20041859,3400.63774382,1238.75125959,59417.8614557,6547.74712314,17811.5209403,3873.07624839,3,1,0.386499331376,460,1.74966991745,3.42497073291,21625.6038847,38.1389219214,54,65.1758177042,581.634989791,1403.93256975,0,12.52693744,4,82,0.0352105489689,0.0930440138925,0.0297853946742,0.0857262781893,792,264,44388.0505074,59373.8665322,8475.89988991,1981,990.5
